Name,Age,Country,Role,Matches,Experience ( in Yrs),Runs,Strike_Rate,Wickets,Economy,Average,Team_Preference,Auction_Price ( in Cr )
Rahul Verma,25,India,Bowler,79,4,345,147.6,308,5.25,49.51,PBKS,0.5
Vikas Sharma,33,India,Wicketkeeper,48,2,3079,152.1,0,0.0,47.65,RR,1.5
Amit Reddy,34,Australia,Bowler,354,12,3773,146.4,593,6.51,22.65,GT,1.5
Manoj Naidu,24,India,Batter,94,4,9466,154.4,13,7.62,46.94,RCB,0.2
Sameer Reddy,28,Sri Lanka,Batter,152,7,8732,141.8,11,9.37,50.62,LSG,3.0
Aditya Khan,32,Australia,Bowler,220,13,3321,140.6,83,6.68,38.31,DC,10.0
Sameer Kulkarni,28,England,Wicketkeeper,121,8,7311,150.5,0,0.0,48.88,RCB,0.5
Aditya Malik,19,West Indies,Allrounder,17,1,1711,135.4,361,7.95,30.66,GT,3.0
Arjun Naidu,35,India,Allrounder,252,11,5468,151.1,297,5.12,40.51,RCB,5.0
Pranav Iyer,27,West Indies,Wicketkeeper,92,6,5005,112.9,0,0.0,25.22,CSK,2.0
Harshit Verma,27,England,Batter,31,2,10649,145.2,9,8.9,48.51,MI,5.0
Manoj Reddy,36,West Indies,Batter,205,8,4947,117.0,13,8.26,30.64,CSK,2.0
Rahul Singh,42,South Africa,Batter,553,22,4463,145.0,7,6.03,23.06,DC,2.0
Aditya Verma,38,England,Batter,161,10,3689,125.2,1,8.21,38.43,LSG,0.2
Amit Kulkarni,27,India,Allrounder,106,6,6629,96.9,284,8.24,47.07,GT,5.0
Sameer Kulkarni,18,Australia,Batter,24,1,13220,97.3,7,6.18,35.04,RR,5.0
Aditya Deshmukh,28,India,Allrounder,191,7,3345,142.3,443,5.22,38.53,GT,0.2
Arjun Yadav,38,Australia,Bowler,319,13,573,97.4,248,4.11,41.44,RR,1.5
Harshit Chopra,27,Sri Lanka,Allrounder,94,6,5792,121.3,413,7.82,39.41,MI,12.0
Rahul Shetty,25,India,Allrounder,38,2,3729,131.6,371,7.8,27.87,SRH,2.0
Manoj Deshmukh,38,India,Wicketkeeper,320,20,3071,131.8,0,0.0,41.99,KKR,2.0
Nikhil Khan,26,India,Bowler,124,6,2873,132.3,821,6.79,53.92,GT,10.0
Pranav Iyer,35,India,Wicketkeeper,287,14,2667,106.8,0,0.0,53.29,DC,5.0
Rahul Deshmukh,39,India,Wicketkeeper,542,19,9837,127.3,0,0.0,43.52,LSG,3.0
Irfan Sharma,24,West Indies,Wicketkeeper,18,1,9020,101.0,0,0.0,33.32,PBKS,7.0
Vikas Khan,31,India,Batter,210,9,9221,137.4,3,8.69,21.4,CSK,10.0
Ankit Sharma,39,South Africa,Batter,122,6,8333,100.3,8,7.91,54.85,MI,2.0
Ankit Naidu,31,India,Bowler,124,7,3547,96.3,437,7.41,50.05,KKR,2.0
Sandeep Naidu,25,West Indies,Batter,88,4,9466,116.2,5,9.22,45.18,RR,1.5
Sameer Naidu,42,Australia,Allrounder,152,6,3794,134.3,226,6.55,31.91,PBKS,12.0
Rahul Naidu,19,India,Wicketkeeper,17,1,8018,114.4,0,0.0,34.86,KKR,5.0
Sameer Reddy,42,Australia,Batter,284,16,9269,144.9,2,6.51,32.2,CSK,0.2
Rahul Khan,26,England,Wicketkeeper,79,5,6840,119.0,0,0.0,51.29,RR,10.0
Sandeep Reddy,26,Australia,Allrounder,60,2,4326,127.7,389,6.74,53.48,SRH,2.0
Nikhil Khan,39,Australia,Bowler,443,17,1052,105.2,168,7.37,36.56,RR,0.2
Irfan Yadav,39,West Indies,Batter,307,19,7166,117.3,15,9.4,33.01,LSG,3.0
Nikhil Yadav,31,India,Batter,73,3,7039,101.9,12,6.68,45.91,GT,2.0
Sameer Iyer,28,South Africa,Allrounder,45,3,7275,153.1,450,7.7,47.07,LSG,10.0
Rohan Reddy,33,Australia,Batter,75,5,5791,97.4,13,6.85,54.49,SRH,0.5
Ankit Yadav,40,India,Bowler,80,4,1446,113.7,429,5.29,51.71,SRH,7.0
Sandeep Malik,30,India,Bowler,56,2,361,107.9,292,6.22,51.12,RR,3.0
Irfan Deshmukh,35,England,Batter,153,9,3145,100.2,11,9.48,50.18,DC,0.2
Harshit Iyer,26,England,Allrounder,45,3,4512,126.4,245,6.37,52.02,LSG,12.0
Arjun Khan,35,West Indies,Batter,343,17,14421,110.7,0,9.41,27.45,SRH,2.0
Rahul Iyer,32,India,Wicketkeeper,58,3,7527,99.8,0,0.0,39.66,RR,1.0
Karthik Chopra,19,India,Bowler,19,1,1665,119.7,561,4.05,22.57,MI,2.0
Vikas Iyer,23,India,Bowler,88,4,1831,97.4,818,5.54,49.23,RR,7.0
Manoj Khan,31,England,Allrounder,236,8,5650,114.7,446,5.73,50.45,PBKS,1.0
Harshit Reddy,34,Sri Lanka,Allrounder,100,4,7286,108.1,274,7.61,22.52,GT,0.5
Nikhil Verma,42,India,Bowler,168,10,824,118.4,507,6.72,46.81,SRH,0.5
Sandeep Malik,33,South Africa,Wicketkeeper,154,6,6770,121.7,0,0.0,32.11,RR,1.0
Sameer Kulkarni,40,India,Batter,507,20,13635,139.9,13,7.58,51.58,DC,7.0
Harshit Iyer,32,India,Bowler,184,11,1625,126.4,206,4.19,21.15,CSK,2.0
Karthik Naidu,40,India,Batter,148,7,6986,148.1,9,7.64,32.66,PBKS,1.0
Vikas Yadav,19,England,Bowler,18,1,2097,132.8,96,7.54,52.7,MI,0.5
Rohan Chopra,21,India,Wicketkeeper,37,2,9436,140.4,0,0.0,23.62,CSK,1.5
Irfan Mehta,22,West Indies,Batter,26,1,6177,118.7,2,6.81,25.95,KKR,10.0
Harshit Khan,21,Sri Lanka,Allrounder,47,2,8947,123.3,88,6.73,53.47,KKR,1.5
Rohan Shetty,29,England,Bowler,194,8,3291,142.1,166,5.65,52.97,MI,15.0
Amit Chopra,18,India,Wicketkeeper,22,1,8726,147.6,0,0.0,27.3,RR,2.0
Manoj Sharma,29,South Africa,Allrounder,20,1,8133,115.9,113,6.74,34.0,RCB,0.5
Sandeep Khan,27,India,Bowler,201,8,3202,144.6,643,5.37,35.82,DC,10.0
Pranav Patel,40,England,Wicketkeeper,80,5,9312,126.4,0,0.0,54.39,KKR,2.0
Arjun Verma,22,India,Batter,25,1,10865,124.3,15,6.21,47.09,CSK,5.0
Sandeep Deshmukh,38,West Indies,Wicketkeeper,17,1,3108,104.1,0,0.0,41.4,PBKS,15.0
Sandeep Malik,36,West Indies,Allrounder,341,16,4927,147.0,231,5.84,31.45,RR,0.2
Arjun Patel,19,West Indies,Wicketkeeper,20,1,4363,114.7,0,0.0,40.94,RR,0.2
Vikas Naidu,27,India,Wicketkeeper,29,1,3855,106.0,0,0.0,29.97,KKR,5.0
Vikas Mehta,26,India,Batter,61,4,3852,116.2,10,7.46,38.37,CSK,1.0
Sandeep Reddy,41,Sri Lanka,Wicketkeeper,333,22,5404,131.0,0,0.0,39.83,CSK,0.5
Rohan Chopra,38,Sri Lanka,Wicketkeeper,283,10,11253,134.3,0,0.0,30.77,DC,0.2
Vikas Iyer,34,India,Batter,158,6,4920,140.6,10,6.44,49.78,LSG,0.2
Sandeep Iyer,23,Sri Lanka,Bowler,51,2,2781,119.4,258,4.98,37.45,PBKS,7.0
Amit Patel,42,India,Allrounder,305,11,7102,134.6,473,6.87,21.46,SRH,0.5
Rohan Yadav,27,West Indies,Allrounder,188,8,4791,98.7,443,7.53,36.39,MI,2.0
Karthik Chopra,27,India,Allrounder,150,6,8168,122.1,362,7.9,25.22,CSK,3.0
Harshit Reddy,36,South Africa,Allrounder,142,6,6404,148.4,467,8.45,47.0,KKR,2.0
Irfan Singh,34,England,Wicketkeeper,202,8,2779,119.7,0,0.0,26.43,DC,0.2
Arjun Naidu,26,India,Bowler,91,6,3581,126.9,839,7.58,49.83,DC,7.0
Amit Mehta,33,India,Wicketkeeper,228,12,4393,115.5,0,0.0,31.74,PBKS,0.2
Rahul Kulkarni,32,India,Bowler,287,13,2406,126.3,803,7.75,24.92,MI,7.0
Vikas Yadav,34,India,Allrounder,26,1,7015,123.9,255,5.77,21.49,KKR,10.0
Amit Patel,36,India,Allrounder,289,14,4823,120.1,55,6.62,47.28,CSK,2.0
Ankit Iyer,20,South Africa,Bowler,20,1,713,154.0,472,5.35,26.33,CSK,3.0
Manoj Deshmukh,19,India,Batter,27,1,9530,100.4,7,8.07,45.69,SRH,2.0
Rahul Verma,25,West Indies,Wicketkeeper,19,1,5617,154.7,0,0.0,48.67,CSK,1.5
Karthik Patel,21,India,Batter,24,1,8184,124.1,14,7.94,49.23,LSG,10.0
Ankit Shetty,41,England,Batter,142,9,12078,154.4,2,9.28,33.88,MI,10.0
Irfan Malik,37,South Africa,Batter,29,1,6813,104.4,11,9.47,28.87,DC,1.5
Ankit Mehta,23,India,Bowler,90,4,3275,111.3,522,4.34,46.88,DC,3.0
Rohan Patel,25,India,Bowler,54,3,2885,141.7,270,7.24,42.09,KKR,10.0
Rahul Sharma,34,South Africa,Wicketkeeper,278,13,9437,125.8,0,0.0,44.8,RR,12.0
Nikhil Iyer,18,England,Allrounder,29,1,5106,145.5,267,6.37,43.7,KKR,2.0
Nikhil Sharma,27,Sri Lanka,Allrounder,32,2,5582,127.2,212,7.44,50.98,DC,2.0
Aditya Naidu,24,Sri Lanka,Bowler,52,2,3245,117.9,773,4.96,47.22,PBKS,1.0
Manoj Patel,42,West Indies,Bowler,298,12,3866,148.4,615,5.87,32.12,DC,12.0
Manoj Malik,37,India,Batter,305,17,10820,148.3,3,7.29,36.25,GT,0.5
Rahul Verma,28,Australia,Batter,33,2,5575,115.0,9,7.81,29.68,RCB,3.0
Ankit Khan,40,South Africa,Allrounder,480,17,3276,102.2,78,7.3,50.77,SRH,1.0
Rahul Khan,39,Australia,Wicketkeeper,116,7,11894,141.8,0,0.0,26.68,LSG,1.0
Nikhil Singh,18,England,Wicketkeeper,16,1,11392,136.6,0,0.0,41.09,SRH,2.0
Vikas Verma,29,India,Batter,203,8,4487,111.4,15,6.65,34.31,CSK,15.0
Amit Reddy,30,India,Wicketkeeper,50,2,3102,137.0,0,0.0,42.36,MI,0.2
Karthik Yadav,21,India,Bowler,17,1,2722,141.1,614,6.02,46.53,GT,3.0
Sandeep Sharma,38,England,Wicketkeeper,75,3,8737,132.1,0,0.0,47.54,KKR,0.2
Amit Sharma,29,India,Allrounder,190,7,7845,147.9,476,6.17,41.52,MI,0.5
Irfan Iyer,38,India,Allrounder,277,11,6029,127.8,459,7.88,27.65,RR,2.0
Rahul Reddy,22,India,Batter,62,3,14280,117.3,5,7.9,44.41,SRH,2.0
Rohan Khan,27,England,Batter,58,2,7778,145.2,12,7.67,43.73,LSG,1.0
Sameer Shetty,31,India,Allrounder,53,3,3374,108.0,471,7.4,54.45,GT,1.0
Sandeep Deshmukh,19,India,Allrounder,28,1,5687,142.3,173,7.95,31.56,MI,0.2
Arjun Shetty,30,England,Bowler,18,1,2571,103.2,798,6.04,38.85,PBKS,1.0
Vikas Verma,28,South Africa,Bowler,231,10,601,128.2,146,4.55,42.71,RR,12.0
Manoj Verma,42,India,Allrounder,434,16,3413,124.9,90,6.37,50.65,DC,12.0
Nikhil Shetty,31,India,Allrounder,305,13,1776,142.5,438,5.38,25.98,DC,1.5
Rahul Deshmukh,28,Sri Lanka,Batter,88,5,6666,106.1,9,6.13,46.78,KKR,3.0
Pranav Patel,38,Sri Lanka,Bowler,349,14,2451,147.4,780,5.54,38.36,CSK,10.0
Nikhil Malik,19,Sri Lanka,Wicketkeeper,27,1,3376,96.3,0,0.0,45.08,DC,0.2
Amit Verma,21,England,Bowler,85,3,3517,142.4,364,4.42,25.88,MI,7.0
Rohan Malik,38,India,Wicketkeeper,210,10,6882,115.7,0,0.0,46.64,LSG,12.0
Pranav Malik,40,Sri Lanka,Allrounder,151,8,5039,117.3,428,8.34,49.03,PBKS,0.2
Rahul Kulkarni,37,West Indies,Batter,437,16,8902,143.4,4,6.67,43.01,RR,0.5
Pranav Shetty,29,England,Batter,63,4,7163,113.2,0,6.67,24.61,LSG,12.0
Amit Patel,36,West Indies,Wicketkeeper,146,7,9018,118.0,0,0.0,27.13,MI,3.0
Pranav Sharma,35,England,Allrounder,268,15,6125,154.7,50,7.25,20.42,PBKS,0.2
Nikhil Singh,28,India,Batter,154,6,4104,129.4,8,7.89,52.0,LSG,1.0
Manoj Reddy,32,India,Bowler,281,12,3876,127.6,290,5.92,36.51,GT,2.0
Rohan Patel,41,India,Bowler,346,20,2444,98.4,434,5.02,34.3,RR,5.0
Sandeep Deshmukh,26,West Indies,Wicketkeeper,15,1,10864,98.2,0,0.0,39.27,LSG,5.0
Arjun Shetty,35,India,Wicketkeeper,54,2,4510,113.4,0,0.0,38.68,KKR,15.0
Sameer Mehta,22,India,Wicketkeeper,19,1,5124,103.1,0,0.0,52.64,DC,1.0
Sandeep Singh,24,Sri Lanka,Batter,45,2,5244,106.4,11,9.13,32.02,RR,3.0
Harshit Khan,18,India,Allrounder,28,1,2932,100.7,392,7.15,32.41,RR,3.0
Rohan Patel,32,Australia,Batter,224,12,11139,149.9,15,6.88,49.84,KKR,2.0
Ankit Kulkarni,24,India,Bowler,52,2,2007,126.2,340,6.2,52.58,LSG,0.5
Aditya Iyer,23,Australia,Allrounder,20,1,1784,153.2,264,8.26,24.39,CSK,12.0
Rohan Patel,37,West Indies,Wicketkeeper,178,8,3573,104.6,0,0.0,43.69,DC,7.0
Ankit Sharma,37,India,Bowler,234,10,926,96.1,736,6.06,22.17,DC,2.0
Aditya Malik,18,Sri Lanka,Allrounder,30,1,6479,147.1,449,8.11,32.5,GT,3.0
Manoj Verma,40,Sri Lanka,Bowler,407,20,1885,130.6,679,7.39,48.21,RCB,1.0
Vikas Chopra,29,South Africa,Bowler,207,8,3214,101.8,153,5.62,35.18,MI,3.0
Vikas Singh,22,India,Batter,51,2,13430,128.1,2,7.6,23.7,MI,5.0
Amit Patel,25,Sri Lanka,Bowler,132,6,768,109.6,461,7.77,26.95,CSK,2.0
Sandeep Malik,42,South Africa,Batter,625,22,7569,127.2,9,7.84,35.39,SRH,15.0
Vikas Iyer,40,India,Bowler,74,4,3506,126.0,254,6.93,41.34,RCB,3.0
Arjun Shetty,19,Sri Lanka,Bowler,16,1,3854,96.5,866,6.75,39.97,DC,1.5
Vikas Mehta,42,India,Allrounder,605,24,1597,96.0,309,8.09,34.18,MI,7.0
Arjun Yadav,29,India,Wicketkeeper,166,9,6189,150.6,0,0.0,32.36,LSG,0.5
Sandeep Reddy,21,West Indies,Bowler,30,2,2528,153.9,690,5.74,26.98,CSK,1.5
Ankit Patel,24,India,Batter,64,4,10358,146.6,9,6.23,50.4,PBKS,1.5
Vikas Naidu,26,Sri Lanka,Batter,116,4,6789,125.9,3,7.65,49.25,SRH,2.0
Karthik Sharma,21,Australia,Bowler,27,1,692,110.9,393,6.81,20.59,SRH,7.0
Amit Naidu,29,India,Allrounder,91,6,4128,146.5,159,6.68,51.35,LSG,2.0
Irfan Yadav,29,West Indies,Bowler,102,6,2732,147.8,207,7.63,40.3,SRH,7.0
Pranav Chopra,42,India,Batter,419,17,3949,141.5,4,7.56,45.89,RCB,3.0
Karthik Naidu,41,West Indies,Allrounder,354,18,4290,100.2,303,6.88,52.41,PBKS,1.5
Vikas Naidu,33,England,Allrounder,289,12,7809,116.8,190,6.59,42.03,MI,7.0
Vikas Deshmukh,21,Sri Lanka,Bowler,54,2,66,107.6,470,6.56,49.29,CSK,1.0
Amit Kulkarni,31,India,Wicketkeeper,202,7,6316,112.4,0,0.0,26.53,RR,1.0
Aditya Reddy,20,India,Batter,25,1,8520,138.8,7,7.42,53.79,MI,2.0
Vikas Deshmukh,18,India,Wicketkeeper,23,1,3435,143.6,0,0.0,52.91,MI,1.0
Nikhil Patel,25,India,Wicketkeeper,109,4,6021,103.4,0,0.0,22.49,LSG,0.2
Amit Reddy,33,West Indies,Bowler,298,10,561,112.4,132,6.12,48.98,MI,5.0
Arjun Iyer,18,Sri Lanka,Allrounder,19,1,8106,153.2,89,7.35,28.92,CSK,2.0
Karthik Deshmukh,30,India,Allrounder,64,3,5035,125.1,326,6.7,28.37,SRH,2.0
Sandeep Singh,26,India,Bowler,218,8,1739,121.6,416,6.24,35.64,DC,12.0
Aditya Khan,22,South Africa,Allrounder,29,1,6614,96.0,365,6.27,38.27,KKR,3.0
Irfan Naidu,21,India,Batter,26,1,10810,95.1,0,7.17,30.78,RCB,10.0
Amit Khan,25,India,Allrounder,81,3,6451,118.6,425,5.98,24.61,GT,0.5
Rohan Singh,31,England,Allrounder,249,9,7595,136.5,396,6.78,42.06,RR,3.0
Irfan Deshmukh,41,Australia,Batter,420,18,6038,122.1,1,8.81,38.17,LSG,10.0
Sameer Kulkarni,28,India,Batter,122,5,14313,120.7,10,8.84,44.56,DC,3.0
Amit Mehta,31,India,Allrounder,134,8,7474,120.1,241,6.52,46.61,RCB,5.0
Nikhil Deshmukh,38,India,Allrounder,249,16,1696,115.3,76,5.61,27.85,PBKS,1.5
Rohan Malik,25,England,Batter,85,3,11828,108.8,1,7.26,40.28,CSK,0.2
Amit Mehta,30,Australia,Wicketkeeper,234,11,9600,142.9,0,0.0,47.53,MI,2.0
Amit Sharma,29,India,Allrounder,112,5,1806,154.3,51,6.28,40.78,CSK,1.5
Irfan Singh,27,Sri Lanka,Allrounder,154,7,5828,145.1,445,6.4,45.55,SRH,10.0
Ankit Iyer,24,South Africa,Wicketkeeper,46,3,7121,140.0,0,0.0,26.86,DC,1.0
Manoj Reddy,35,England,Allrounder,131,5,4957,146.7,70,6.64,37.64,RCB,12.0
Aditya Naidu,20,England,Batter,17,1,4461,130.3,3,8.39,49.48,PBKS,12.0
Ankit Iyer,23,India,Wicketkeeper,18,1,8531,112.1,0,0.0,40.14,DC,1.0
Rohan Yadav,36,England,Batter,170,11,10195,136.4,2,6.43,45.62,MI,1.5
Rahul Kulkarni,42,Australia,Allrounder,363,16,8085,135.5,287,5.15,34.51,RR,10.0
Sameer Yadav,42,India,Wicketkeeper,713,24,6247,102.4,0,0.0,34.7,MI,12.0
Rahul Mehta,42,South Africa,Bowler,150,6,237,119.9,246,4.74,33.45,LSG,2.0
Rahul Reddy,29,Australia,Wicketkeeper,112,5,7055,139.3,0,0.0,47.1,GT,1.5
Rohan Singh,30,India,Wicketkeeper,214,10,7551,131.4,0,0.0,20.79,GT,3.0
Arjun Khan,20,India,Bowler,22,1,3538,136.2,534,7.54,21.2,MI,5.0
Aditya Kulkarni,38,Sri Lanka,Allrounder,95,5,7899,107.0,336,7.87,40.27,SRH,1.0
Nikhil Patel,32,Australia,Allrounder,315,12,8950,120.2,334,6.63,51.14,SRH,5.0
Nikhil Kulkarni,27,South Africa,Batter,25,1,11919,99.5,8,7.53,53.13,SRH,0.2
Pranav Deshmukh,30,West Indies,Bowler,107,4,3452,136.1,899,7.5,36.38,SRH,0.2
Pranav Naidu,34,Sri Lanka,Batter,341,16,13913,142.4,15,6.33,22.64,KKR,1.5
Irfan Mehta,31,India,Allrounder,310,13,5851,127.2,63,5.24,25.6,LSG,1.5
Irfan Iyer,28,India,Allrounder,96,4,2316,120.4,477,5.03,24.8,DC,1.0
Manoj Iyer,35,Sri Lanka,Batter,303,15,10234,99.6,13,6.56,27.18,GT,2.0
Aditya Reddy,32,India,Wicketkeeper,180,7,4474,137.9,0,0.0,48.31,CSK,1.5
Sandeep Reddy,37,India,Allrounder,148,7,6225,125.4,376,6.58,21.14,SRH,0.5
Rahul Naidu,38,Sri Lanka,Bowler,307,20,2174,110.5,892,4.26,39.04,RR,1.0
Ankit Mehta,29,India,Wicketkeeper,185,7,8640,139.4,0,0.0,41.18,MI,12.0
Harshit Khan,38,South Africa,Bowler,334,14,190,102.1,757,5.49,47.33,PBKS,2.0
Karthik Naidu,27,Australia,Wicketkeeper,79,5,8323,116.8,0,0.0,45.76,MI,2.0
Sameer Sharma,32,England,Wicketkeeper,401,14,2799,125.8,0,0.0,45.85,RCB,3.0
Ankit Verma,40,Australia,Allrounder,47,3,6742,150.3,465,8.18,38.73,SRH,15.0
Karthik Shetty,37,India,Allrounder,459,18,4690,110.9,362,6.79,52.75,DC,1.0
Sameer Verma,24,Australia,Allrounder,82,4,4257,102.7,415,6.6,35.14,GT,5.0
Irfan Shetty,28,India,Wicketkeeper,150,8,8042,102.6,0,0.0,37.59,RR,5.0
Amit Deshmukh,40,India,Bowler,222,9,3899,115.3,300,6.13,22.51,DC,3.0
Sandeep Naidu,42,India,Wicketkeeper,19,1,10279,151.6,0,0.0,47.07,LSG,0.2
Pranav Chopra,30,Sri Lanka,Allrounder,165,10,7376,117.0,324,7.94,46.63,GT,5.0
Aditya Khan,36,South Africa,Bowler,140,9,961,107.1,499,5.84,24.35,RR,0.2
Harshit Kulkarni,31,Sri Lanka,Batter,306,13,14163,103.3,9,7.21,54.94,RCB,3.0
Vikas Deshmukh,26,India,Allrounder,48,3,5448,121.5,348,5.17,35.82,DC,5.0
Ankit Yadav,30,Sri Lanka,Wicketkeeper,57,2,10151,113.0,0,0.0,40.0,LSG,0.5
Sandeep Verma,39,India,Allrounder,470,17,3858,142.0,328,5.52,31.64,LSG,7.0
Vikas Kulkarni,20,England,Wicketkeeper,15,1,10212,130.5,0,0.0,45.05,RR,0.2
Ankit Sharma,23,South Africa,Bowler,83,3,302,145.1,437,7.38,41.29,MI,7.0
Arjun Sharma,31,West Indies,Wicketkeeper,186,10,5910,118.3,0,0.0,37.61,LSG,2.0
Amit Chopra,19,India,Batter,21,1,8044,147.7,0,8.69,23.63,MI,0.5
Rohan Yadav,22,South Africa,Wicketkeeper,48,2,5376,118.1,0,0.0,47.16,RCB,0.5
Rahul Chopra,42,India,Allrounder,232,9,7011,114.9,335,6.51,34.4,CSK,12.0
Rahul Kulkarni,38,Australia,Batter,287,12,7306,155.0,1,8.11,37.25,RCB,0.2
Arjun Iyer,25,Sri Lanka,Batter,18,1,7311,104.8,13,6.73,21.48,GT,0.5
Rahul Patel,29,India,Allrounder,198,10,8269,127.7,158,6.96,27.18,RCB,1.5
Nikhil Reddy,36,South Africa,Allrounder,50,2,6248,139.5,169,7.43,29.07,RR,3.0
Irfan Yadav,22,India,Allrounder,53,2,5445,154.4,222,6.2,33.1,GT,3.0
Arjun Chopra,39,South Africa,Bowler,212,10,1941,122.2,816,6.89,47.77,SRH,0.5
Pranav Chopra,33,India,Allrounder,107,4,3495,135.1,44,7.69,49.92,DC,1.0
Karthik Shetty,41,India,Wicketkeeper,148,6,11928,151.4,0,0.0,40.3,RCB,1.0
Sandeep Singh,24,England,Wicketkeeper,26,1,5741,109.2,0,0.0,33.95,CSK,0.5
Nikhil Mehta,23,Australia,Wicketkeeper,115,4,7500,140.5,0,0.0,42.78,RCB,2.0
Aditya Naidu,39,South Africa,Bowler,491,17,3122,98.1,804,4.68,43.9,RCB,5.0
Aditya Chopra,33,Australia,Bowler,170,10,3282,125.0,255,4.95,46.14,GT,0.5
Sandeep Chopra,34,Sri Lanka,Wicketkeeper,275,14,10656,128.8,0,0.0,22.92,LSG,1.5
Amit Verma,35,Sri Lanka,Batter,292,13,14550,108.2,5,6.65,29.03,CSK,1.5
Ankit Iyer,37,India,Wicketkeeper,385,13,7689,128.9,0,0.0,37.64,SRH,12.0
Pranav Chopra,33,India,Batter,61,4,7680,99.1,0,6.71,26.0,CSK,12.0
Karthik Shetty,26,India,Batter,34,2,12750,123.1,8,9.45,50.36,MI,7.0
Karthik Sharma,25,South Africa,Bowler,151,7,1793,125.7,621,7.23,44.73,RCB,1.0
Vikas Shetty,21,England,Wicketkeeper,30,2,3793,106.6,0,0.0,44.09,DC,0.2
Vikas Khan,36,India,Allrounder,108,7,8727,144.9,98,5.95,22.93,MI,1.0
Ankit Reddy,41,India,Allrounder,188,11,8156,101.0,152,7.71,50.84,LSG,1.0
Aditya Deshmukh,33,Sri Lanka,Batter,23,1,12293,134.3,6,7.06,37.06,MI,2.0
Manoj Sharma,20,India,Allrounder,30,2,3014,133.7,93,6.28,53.16,LSG,7.0
Karthik Yadav,40,Sri Lanka,Bowler,432,15,2595,150.1,754,4.16,41.32,KKR,7.0
Rahul Kulkarni,19,India,Batter,28,1,5563,118.0,2,8.83,36.51,SRH,7.0
Aditya Kulkarni,35,India,Bowler,90,6,1703,119.9,159,7.3,38.71,SRH,1.5
Ankit Verma,24,South Africa,Wicketkeeper,126,5,3368,96.2,0,0.0,25.55,PBKS,5.0
Rohan Yadav,23,West Indies,Batter,47,3,7534,138.0,15,8.25,40.39,DC,1.0
Harshit Sharma,20,England,Batter,16,1,4358,121.7,10,6.5,32.43,SRH,0.2
Aditya Patel,41,England,Batter,198,8,13275,147.2,13,7.73,47.16,PBKS,5.0
Manoj Mehta,19,Australia,Wicketkeeper,30,1,10441,100.0,0,0.0,51.16,KKR,0.2
Amit Malik,37,Australia,Wicketkeeper,338,14,7944,123.3,0,0.0,46.04,DC,2.0
Karthik Singh,30,Australia,Allrounder,55,3,2970,135.2,198,5.49,28.27,CSK,1.5
Manoj Mehta,30,West Indies,Batter,128,5,4796,96.0,15,7.53,25.31,SRH,5.0
Aditya Chopra,28,Sri Lanka,Batter,138,5,4791,109.4,3,6.32,23.5,RCB,7.0
Manoj Sharma,27,West Indies,Batter,140,9,4239,96.7,15,8.42,41.62,DC,1.0
Sameer Naidu,39,West Indies,Allrounder,208,11,4789,151.7,291,5.49,52.66,CSK,7.0
Irfan Singh,41,Australia,Wicketkeeper,408,18,7246,108.5,0,0.0,41.5,CSK,1.0
Aditya Iyer,20,Australia,Allrounder,54,2,2687,150.9,423,5.1,38.3,PBKS,2.0
Arjun Chopra,30,England,Batter,228,8,3714,115.5,2,6.15,22.69,CSK,5.0
Karthik Kulkarni,28,South Africa,Bowler,54,2,3612,135.2,261,5.49,36.45,GT,5.0
Sameer Mehta,31,India,Allrounder,210,9,2671,102.1,170,6.34,28.57,LSG,15.0
Rohan Iyer,20,Sri Lanka,Batter,42,2,13804,143.4,2,6.35,24.73,CSK,1.0
Amit Reddy,32,India,Batter,232,11,6603,115.6,13,8.08,27.91,GT,5.0
Sandeep Kulkarni,29,Sri Lanka,Wicketkeeper,250,10,9235,133.4,0,0.0,36.0,KKR,3.0
Ankit Verma,41,Sri Lanka,Batter,110,4,4368,130.6,10,7.4,37.19,MI,10.0
Manoj Sharma,19,Sri Lanka,Wicketkeeper,26,1,4316,113.2,0,0.0,39.57,MI,0.5
Amit Khan,40,Sri Lanka,Batter,398,18,5933,96.6,9,8.34,36.31,LSG,5.0
Manoj Patel,29,South Africa,Wicketkeeper,151,6,10400,98.5,0,0.0,26.52,GT,3.0
Karthik Iyer,19,India,Wicketkeeper,20,1,11564,128.6,0,0.0,50.32,MI,1.0
Nikhil Malik,42,Australia,Allrounder,146,8,1587,99.2,365,8.09,34.67,MI,2.0
Ankit Iyer,36,India,Batter,121,5,13193,103.8,15,8.04,46.79,LSG,1.5
Manoj Malik,35,Australia,Bowler,220,8,2818,149.2,135,6.83,20.3,LSG,3.0
Pranav Shetty,34,England,Bowler,97,4,2392,144.6,354,4.82,43.47,CSK,10.0
Nikhil Deshmukh,27,West Indies,Wicketkeeper,123,8,3984,148.7,0,0.0,22.0,GT,3.0
Harshit Reddy,23,India,Allrounder,47,2,3270,129.1,252,7.09,21.25,RCB,3.0
Irfan Chopra,21,India,Batter,54,3,8860,131.6,15,7.8,26.7,GT,2.0
Irfan Reddy,39,India,Batter,53,2,13711,133.4,12,6.96,36.39,RCB,0.2
Amit Yadav,40,England,Wicketkeeper,199,8,8262,146.5,0,0.0,31.98,DC,1.0
Rahul Reddy,37,South Africa,Allrounder,108,4,2129,154.1,263,5.93,51.89,LSG,2.0
